key	FR	EN	DE
The CSV-file for importing student logins (direct password, SAML or LDAP) and their labels & assigned tests into the database needs the following format:	Le fichier CSV pour importer les identifiants des élèves (mot de passe direct, SAML ou LDAP) ainsi que leurs libellés et tests assignés dans la base de données doit respecter le format suivant :	The CSV-file for importing student logins (direct password, SAML or LDAP) and their labels & assigned tests into the database needs the following format:	Die CSV-Datei zum Importieren von Schüler-Logins (direktes Passwort, SAML oder LDAP) und deren Labels & zugewiesenen Tests in die Datenbank benötigt folgendes Format:
the first line contains the key names: testtaker, authentication, password, label, tag, test-id, subfolder and displayname	la première ligne contient les noms des clés : testtaker, authentication, password, label, tag, test-id, subfolder et displayname	the first line contains the key names: testtaker, authentication, password, label, tag, test-id, subfolder and displayname	die erste Zeile enthält die Schlüsselbezeichnungen: testtaker, authentication, password, label, tag, test-id, subfolder und displayname
"the password field is required only when the authentication method is set to ""direct."" If left blank, the system will generate a password for direct login."	"le champ du mot de passe est requis uniquement lorsque la méthode d'authentification est définie sur ""direct"". S'il est laissé vide, le système générera un mot de passe pour la connexion directe."	"the password field is required only when the authentication method is set to ""direct."" If left blank, the system will generate a password for direct login."	"das Passwortfeld ist nur erforderlich, wenn die Authentifizierungsmethode auf ""direct"" gesetzt ist. Wenn es leer bleibt, generiert das System ein Passwort für die direkte Anmeldung."
a data line must have the name of the test taker, authentification type, a password (for authentification direct password), a label to be shown in the dashboard for the student login, the tag of the label and the ID(s) of the assigned test(s) for this label. The IDs of the tests can be found at the top of the properties box in the test manager	une ligne de données doit contenir le nom de l'élève, le type d'authentification, un mot de passe (pour l'authentification avec mot de passe direct), un libellé à afficher sur le tableau de bord pour l'identifiant de l'élève, le tag du libellé et l'ID ou les ID des tests assignés pour ce libellé. Les ID des tests se trouvent en haut de la boîte des propriétés dans le gestionnaire de tests	a data line must have the name of the test taker, authentification type, a password (for authentification direct password), a label to be shown in the dashboard for the student login, the tag of the label and the ID(s) of the assigned test(s) for this label. The IDs of the tests can be found at the top of the properties box in the test manager	eine Datenzeile muss den Namen des Testteilnehmers, den Authentifizierungstyp, ein Passwort (für die Authentifizierung mit direktem Passwort), ein Label, das im Dashboard für das Schüler-Login angezeigt wird, das Tag des Labels und die ID(s) der zugewiesenen Tests für dieses Label enthalten. Die IDs der Tests können oben in der Eigenschaftenbox im Testmanager gefunden werden
to assign more than one test to a label, use \ as separator	pour assigner plusieurs tests à un libellé, utilisez \ comme séparateur	to assign more than one test to a label, use \ as separator	um mehr als einen Test einem Label zuzuweisen, verwenden Sie \ als Trennzeichen
The CSV-file for importing standard logins and their passwords & assigned tests into the database needs the following format:	Le fichier CSV pour importer des identifiants standards et leurs mots de passe ainsi que les tests assignés dans la base de données doit respecter le format suivant :	The CSV-file for importing standard logins and their passwords & assigned tests into the database needs the following format:	Die CSV-Datei zum Importieren von Standard-Logins und deren Passwörtern & zugewiesenen Tests in die Datenbank benötigt folgendes Format:
the first line contains the key names: testtaker, password, tag, test-id, subfolder and displayname	la première ligne contient les noms des clés : testtaker, password, tag, test-id, subfolder et displayname	the first line contains the key names: testtaker, password, tag, test-id, subfolder and displayname	die erste Zeile enthält die Schlüsselbezeichnungen: testtaker, password, tag, test-id, subfolder und displayname
"field separators can be "","" or "";"""	"les séparateurs de champs peuvent être "","" ou "";"""	"field separators can be "","" or "";"""	"Feldtrennzeichen können "","" oder "";"" sein"
a data line must have the name of the test taker, a password, the tag of the password and the ID(s) of the assigned test(s) for the password. The IDs of the tests can be found at the top of the properties box in the test manager	une ligne de données doit contenir le nom de l'élève, un mot de passe, le tag du mot de passe et l'ID ou les ID des tests assignés pour le mot de passe. Les ID des tests se trouvent en haut de la boîte des propriétés dans le gestionnaire de tests	a data line must have the name of the test taker, a password, the tag of the password and the ID(s) of the assigned test(s) for the password. The IDs of the tests can be found at the top of the properties box in the test manager	eine Datenzeile muss den Namen des Testteilnehmers, ein Passwort, das Tag des Passworts und die ID(s) der zugewiesenen Tests für das Passwort enthalten. Die IDs der Tests können oben in der Eigenschaftenbox im Testmanager gefunden werden
to assign more than one test to a password, use \ as separator	pour assigner plusieurs tests à un mot de passe, utilisez \ comme séparateur	to assign more than one test to a password, use \ as separator	um mehr als einen Test einem Passwort zuzuweisen, verwenden Sie \ als Trennzeichen
in the field subfolder you can specify a subfolder or subfolder path (\ as separator). Your defined path will be created in your current folder.	dans le champ subfolder, vous pouvez spécifier un sous-dossier ou un chemin de sous-dossier (\ comme séparateur). Votre chemin défini sera créé dans votre dossier actuel.	in the field subfolder you can specify a subfolder or subfolder path (\ as separator). Your defined path will be created in your current folder.	im Feld subfolder können Sie einen Unterordner oder einen Unterordnerpfad (\ als Trennzeichen) angeben. Der definierte Pfad wird in Ihrem aktuellen Ordner erstellt.
you can enter the name of the test taker in the column displayname (optional)	vous pouvez entrer le nom de l'élève dans la colonne displayname (optionnel)	you can enter the name of the test taker in the column displayname (optional)	Sie können den Namen des Testteilnehmers in der Spalte displayname eingeben (optional)
you can specify meta tags (optional) for the test takers (meta keys & meta values). Make sure you modify the first line accordingly.	vous pouvez spécifier des métadonnées (optionnelles) pour les élèves (clés et valeurs des métadonnées). Assurez-vous de modifier la première ligne en conséquence.	you can specify meta tags (optional) for the test takers (meta keys & meta values). Make sure you modify the first line accordingly.	Sie können Meta-Tags (optional) für die Testteilnehmer angeben (Meta-Schlüssel & Meta-Werte). Stellen Sie sicher, dass Sie die erste Zeile entsprechend anpassen.
finished	clôturé	finished	beendet
active	actif	active	aktiv
lost connection	connexion perdue	lost connection	Verbindung verloren
aborted	abandonné	aborted	abgebrochen
ignore navigation constraints	ignorer les contraintes de navigation	ignore navigation constraints	Navigationsbeschränkungen ignorieren
date	datum	date	Datum
Edit score screen	Écran de score	Edit score screen	Score-Bildschirm
Customize the score screen displayed after a test using the WYSIWYG editor. Add variables & navigation button using the custom icons in the toolbar.	Personnalisez l'écran de score affiché après un test à l'aide de l'éditeur WYSIWYG. Ajoutez des variables et des boutons de navigation en utilisant les icônes personnalisées de la barre d'outils.	Customize the score screen displayed after a test using the WYSIWYG editor. Add variables & navigation button using the custom icons in the toolbar.	Passen Sie den nach einem Test angezeigten Ergebnisbildschirm mithilfe des WYSIWYG-Editors an. Fügen Sie Variablen und Navigationsschaltflächen mithilfe der benutzerdefinierten Symbole in der Symbolleiste hinzu.
Click to enter Plot Subtitle	Cliquez pour entrer le sous-titre du graphique	Click to enter Plot Subtitle	Klicken Sie hier, um den Untertitel des Diagramms einzugeben
Show navigation buttons	Afficher les boutons de navigation	Show navigation buttons	Navigationsbuttons anzeigen
Show simple navigation	Afficher la navigation simple	Show simple navigation	Einfache Navigation anzeigen
Show timer	Afficher le minuteur	Show timer	Timer anzeigen
Show page labels	Afficher les étiquettes de page	Show page labels	Seitenlabels anzeigen
character limit	limite de caractères	character limit	Zeichenbegrenzung
Download time spent	Télécharger le temps passé	Download time spent	Verbrachte Zeit herunterladen
Some of the selected media files could not be deleted because they are still in use.	Certains des fichiers multimédias sélectionnés n'ont pas pu être supprimés car ils sont encore utilisés.	Some of the selected media files could not be deleted because they are still in use.	Einige der ausgewählten Mediendateien konnten nicht gelöscht werden, da sie noch verwendet werden.
The selected media file could not be deleted because it is still in use.	Le fichier multimédia sélectionné n'a pas pu être supprimé car il est encore utilisé.	The selected media file could not be deleted because it is still in use.	Die ausgewählte Mediendatei konnte nicht gelöscht werden, da sie noch verwendet wird.
Wait for media to load	Attendre le chargement des médias	Wait for media to load	Warten, bis Medien geladen sind
Session expiring soon	Session expirant bientôt	Session expiring soon	Sitzung läuft bald ab
Your session is about to time out. Are you still there?	Votre session est sur le point d'expirer. Êtes-vous toujours là ?	Your session is about to time out. Are you still there?	Ihre Sitzung steht kurz vor dem Timeout. Sind Sie noch da?
Your session has timed out. Please log in again.	Votre session a expiré. Veuillez vous reconnecter.	Your session has timed out. Please log in again.	Ihre Sitzung ist abgelaufen. Bitte melden Sie sich erneut an.
Session expired	Session expirée	Session expired	Sitzung abgelaufen
Mark this test as finished, and deny any further activity on it?	Marquer ce test comme terminé et refuser toute activité ultérieure ?	Mark this test as finished, and deny any further activity on it?	Diesen Test als abgeschlossen markieren und weitere Aktivitäten darauf verweigern?
<p>How many minutes should be added to the time left?<br>(use negative values to reduce the time left)</p>	<p>Combien de minutes doivent être ajoutées au temps restant ?<br>(utilisez des valeurs négatives pour réduire le temps restant)</p>	<p>How many minutes should be added to the time left?<br>(use negative values to reduce the time left)</p>	<p>Wie viele Minuten sollen der verbleibenden Zeit hinzugefügt werden?<br>(verwenden Sie negative Werte, um die verbleibende Zeit zu reduzieren)</p>
Add time left	Ajouter du temps restant	Add time left	Zeit hinzufügen
add time	ajouter du temps	add time	Zeit hinzufügen
close test	fermer le test	close test	Test schließen
reset activity	réinitialiser l'activité	reset activity	aktivität zurücksetzen
